Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
Acropolis,6,5,0,0,0.12,0.06,0.8451,0.7782
across,4801,2892,4577,2814,94.14,34.48,3.6814,3.4613
acrylic,23,15,21,14,0.45,0.18,1.3802,1.2041
acrylics,3,3,3,3,0.06,0.04,0.6021,0.6021
act,5565,3086,5100,2923,109.12,36.79,3.7455,3.4895
acted,548,476,541,470,10.75,5.67,2.7396,2.6785
actin,54,48,48,42,1.06,0.57,1.7404,1.6902
acting,2675,1813,2533,1746,52.45,21.61,3.4275,3.2586
action,3115,1857,2748,1737,61.08,22.14,3.4936,3.269
actionable,13,7,13,7,0.25,0.08,1.1461,0.9031
actions,620,487,602,474,12.16,5.81,2.7931,2.6884
activate,238,160,159,120,4.67,1.91,2.3784,2.2068
activated,220,162,212,158,4.31,1.93,2.3444,2.2122
activates,16,15,16,15,0.31,0.18,1.2304,1.2041
activating,44,38,28,24,0.86,0.45,1.6532,1.5911
activation,43,33,40,30,0.84,0.39,1.6435,1.5315
activator,4,4,3,3,0.08,0.05,0.699,0.699
active,584,464,554,445,11.45,5.53,2.7672,2.6675
actively,42,39,40,38,0.82,0.46,1.6335,1.6021
activism,9,9,9,9,0.18,0.11,1,1
activist,50,40,47,37,0.98,0.48,1.7076,1.6128
activists,18,14,17,13,0.35,0.17,1.2788,1.1761
activities,439,353,431,347,8.61,4.21,2.6435,2.549
activity,657,519,650,513,12.88,6.19,2.8182,2.716
Acton,12,4,0,0,0.24,0.05,1.1139,0.699
actor,1343,574,1293,561,26.33,6.84,3.1284,2.7597
actors,644,327,566,303,12.63,3.9,2.8096,2.5159
actress,817,379,783,370,16.02,4.52,2.9128,2.5798
actresses,115,91,108,87,2.25,1.08,2.0645,1.9638
acts,636,527,614,514,12.47,6.28,2.8041,2.7226
actual,884,706,859,687,17.33,8.42,2.9469,2.8494
actualisation,2,1,2,1,0.04,0.01,0.4771,0.301
actuality,24,22,24,22,0.47,0.26,1.3979,1.3617
actualization,3,3,3,3,0.06,0.04,0.6021,0.6021
actualize,2,2,2,2,0.04,0.02,0.4771,0.4771
actually,16439,5486,11254,4572,322.33,65.4,4.2159,3.7393
actuals,2,2,2,2,0.04,0.02,0.4771,0.4771
actuarial,9,8,8,8,0.18,0.1,1,0.9542
actuary,7,6,4,4,0.14,0.07,0.9031,0.8451
actuated,3,3,3,3,0.06,0.04,0.6021,0.6021
actuator,2,2,2,2,0.04,0.02,0.4771,0.4771
actuators,2,1,2,1,0.04,0.01,0.4771,0.301
acuity,14,14,14,14,0.27,0.17,1.1761,1.1761
acumen,7,5,7,5,0.14,0.06,0.9031,0.7782
acupressure,6,6,5,5,0.12,0.07,0.8451,0.8451
acupuncture,37,28,32,25,0.73,0.33,1.5798,1.4624
acupuncturist,9,7,9,7,0.18,0.08,1,0.9031
acupuncturists,2,1,2,1,0.04,0.01,0.4771,0.301
acute,150,131,131,117,2.94,1.56,2.179,2.1206
acutely,14,14,13,13,0.27,0.17,1.1761,1.1761
ad,694,432,630,391,13.61,5.15,2.842,2.6365
adage,32,26,32,26,0.63,0.31,1.5185,1.4314
Adagio,12,10,5,5,0.24,0.12,1.1139,1.0414
Adam,1890,342,4,2,37.06,4.08,3.2767,2.5353
adamant,50,41,45,40,0.98,0.49,1.7076,1.6232
adamantly,2,2,2,2,0.04,0.02,0.4771,0.4771
Adams,470,168,1,1,9.22,2,2.673,2.2279
adapt,134,101,124,97,2.63,1.2,2.1303,2.0086
adaptability,7,7,6,6,0.14,0.08,0.9031,0.9031
adaptable,17,16,17,16,0.33,0.19,1.2553,1.2304
Adaptation,81,70,34,27,1.59,0.83,1.9138,1.8513
adaptations,3,3,3,3,0.06,0.04,0.6021,0.6021
adapted,56,52,51,47,1.1,0.62,1.7559,1.7243
adapter,11,7,11,7,0.22,0.08,1.0792,0.9031
adapting,27,25,27,25,0.53,0.3,1.4472,1.415
adaptive,11,10,9,9,0.22,0.12,1.0792,1.0414
adaptor,4,4,4,4,0.08,0.05,0.699,0.699
adapts,3,3,3,3,0.06,0.04,0.6021,0.6021
Adar,3,1,0,0,0.06,0.01,0.6021,0.301
Adc,7,5,0,0,0.14,0.06,0.9031,0.7782
add,1686,1329,1423,1173,33.06,15.84,3.2271,3.1239
added,492,430,484,425,9.65,5.13,2.6928,2.6345
addenda,2,2,2,2,0.04,0.02,0.4771,0.4771
addendum,15,12,10,7,0.29,0.14,1.2041,1.1139
addendums,4,4,4,4,0.08,0.05,0.699,0.699
Adder,73,18,8,6,1.43,0.21,1.8692,1.2788
Adders,2,2,0,0,0.04,0.02,0.4771,0.4771
addict,273,193,273,193,5.35,2.3,2.4378,2.2878
addicted,231,143,213,130,4.53,1.7,2.3655,2.1584
addicting,3,3,3,3,0.06,0.04,0.6021,0.6021
addiction,199,130,192,126,3.9,1.55,2.301,2.1173
addictions,21,14,21,14,0.41,0.17,1.3424,1.1761
addictive,57,47,57,47,1.12,0.56,1.7634,1.6812
addictiveness,2,2,2,2,0.04,0.02,0.4771,0.4771
addicts,106,79,96,74,2.08,0.94,2.0294,1.9031
adding,205,186,194,175,4.02,2.22,2.3139,2.2718
addio,4,2,4,2,0.08,0.02,0.699,0.4771
Addis,10,5,0,0,0.2,0.06,1.0414,0.7782
Addison,91,24,0,0,1.78,0.29,1.9638,1.3979
addition,395,361,392,359,7.75,4.3,2.5977,2.5587
additional,300,274,281,258,5.88,3.27,2.4786,2.4393
Additionally,16,16,0,0,0.31,0.19,1.2304,1.2304
additions,11,10,11,10,0.22,0.12,1.0792,1.0414
additive,11,8,10,7,0.22,0.1,1.0792,0.9542
additives,10,8,10,8,0.2,0.1,1.0414,0.9542
Addle,8,1,0,0,0.16,0.01,0.9542,0.301
addled,11,11,11,11,0.22,0.13,1.0792,1.0792
addlepated,2,2,2,2,0.04,0.02,0.4771,0.4771
addr,2,1,2,1,0.04,0.01,0.4771,0.301
address,2666,1688,2571,1642,52.27,20.12,3.426,3.2276
addressed,194,168,189,166,3.8,2,2.29,2.2279
addressee,6,6,6,6,0.12,0.07,0.8451,0.8451
Addresser,2,1,0,0,0.04,0.01,0.4771,0.301
addresses,162,139,160,137,3.18,1.66,2.2122,2.1461
addressing,107,96,104,93,2.1,1.14,2.0334,1.9868
adds,201,175,193,167,3.94,2.09,2.3054,2.2455
Ade,15,8,1,1,0.29,0.1,1.2041,0.9542
Aden,6,3,0,0,0.12,0.04,0.8451,0.6021
Adenine,2,2,0,0,0.04,0.02,0.4771,0.4771
Adenoid,5,1,0,0,0.1,0.01,0.7782,0.301
adenoids,11,9,9,8,0.22,0.11,1.0792,1
adenosine,6,4,5,4,0.12,0.05,0.8451,0.699
adept,33,31,33,31,0.65,0.37,1.5315,1.5051
adepts,2,2,2,2,0.04,0.02,0.4771,0.4771
adequate,132,111,122,107,2.59,1.32,2.1239,2.0492
adequately,27,26,26,25,0.53,0.31,1.4472,1.4314
Adeste,3,2,0,0,0.06,0.02,0.6021,0.4771
adhere,29,29,29,29,0.57,0.35,1.4771,1.4771
adhered,6,6,6,6,0.12,0.07,0.8451,0.8451
adherence,9,9,8,8,0.18,0.11,1,1
adherent,3,3,3,3,0.06,0.04,0.6021,0.6021
adheres,3,3,3,3,0.06,0.04,0.6021,0.6021
adhering,9,9,9,9,0.18,0.11,1,1
adhesion,6,6,6,6,0.12,0.07,0.8451,0.8451
adhesions,7,7,7,7,0.14,0.08,0.9031,0.9031
adhesive,47,42,42,38,0.92,0.5,1.6812,1.6335
adieu,94,59,66,44,1.84,0.7,1.9777,1.7782
Adios,159,126,23,22,3.12,1.5,2.2041,2.1038
adipocere,6,4,3,2,0.12,0.05,0.8451,0.699
adipose,4,3,4,3,0.08,0.04,0.699,0.6021
adjacent,68,59,64,57,1.33,0.7,1.8388,1.7782
adjective,25,21,23,20,0.49,0.25,1.415,1.3424
adjectives,25,23,24,22,0.49,0.27,1.415,1.3802
adjoining,57,49,50,44,1.12,0.58,1.7634,1.699
adjoins,5,5,5,5,0.1,0.06,0.7782,0.7782
adjourn,66,55,66,55,1.29,0.66,1.8261,1.7482
adjourned,250,204,211,180,4.9,2.43,2.3997,2.3118
adjourning,2,2,2,2,0.04,0.02,0.4771,0.4771
adjournment,11,9,11,9,0.22,0.11,1.0792,1
adjourns,2,2,2,2,0.04,0.02,0.4771,0.4771
adjudged,3,3,3,3,0.06,0.04,0.6021,0.6021
adjudicate,5,2,3,2,0.1,0.02,0.7782,0.4771
adjudicated,6,5,6,5,0.12,0.06,0.8451,0.7782
adjudication,9,7,9,7,0.18,0.08,1,0.9031
adjudicator,4,2,4,2,0.08,0.02,0.699,0.4771
adjunct,7,6,6,5,0.14,0.07,0.9031,0.8451
adjust,287,248,253,220,5.63,2.96,2.4594,2.3962
adjustable,16,15,16,15,0.31,0.18,1.2304,1.2041
adjusted,92,83,87,79,1.8,0.99,1.9685,1.9243
adjuster,20,17,19,16,0.39,0.2,1.3222,1.2553
adjusters,7,3,7,3,0.14,0.04,0.9031,0.6021
adjusting,121,110,114,104,2.37,1.31,2.0864,2.0453
adjustment,158,129,152,125,3.1,1.54,2.2014,2.1139
adjustments,71,68,70,67,1.39,0.81,1.8573,1.8388
adjustor,4,4,4,4,0.08,0.05,0.699,0.699
adjusts,9,9,8,8,0.18,0.11,1,1
adjutant,45,26,36,20,0.88,0.31,1.6628,1.4314
Adm,48,10,1,1,0.94,0.12,1.6902,1.0414
admin,22,19,11,10,0.43,0.23,1.3617,1.301
administer,85,81,81,78,1.67,0.97,1.9345,1.9138
administered,76,69,75,68,1.49,0.82,1.8865,1.8451
administering,24,22,23,21,0.47,0.26,1.3979,1.3617
administers,6,6,6,6,0.12,0.07,0.8451,0.8451
administrate,2,2,2,2,0.04,0.02,0.4771,0.4771
administration,387,286,315,234,7.59,3.41,2.5888,2.4579
administrations,16,16,16,16,0.31,0.19,1.2304,1.2304
administrative,82,71,69,60,1.61,0.85,1.9191,1.8573
administrator,84,68,77,64,1.65,0.81,1.9294,1.8388
administrators,18,16,16,14,0.35,0.19,1.2788,1.2304
admirable,133,128,119,115,2.61,1.53,2.1271,2.1106
admirably,21,20,20,19,0.41,0.24,1.3424,1.3222
Admiral,845,181,165,72,16.57,2.16,2.9274,2.2601
admirals,29,21,19,15,0.57,0.25,1.4771,1.3424
Admiralty,34,13,5,4,0.67,0.15,1.5441,1.1461
admiration,107,99,104,98,2.1,1.18,2.0334,2
admire,722,597,709,591,14.16,7.12,2.8591,2.7767
admired,187,172,182,170,3.67,2.05,2.2742,2.238
admirer,151,124,149,123,2.96,1.48,2.1818,2.0969
admirers,49,44,48,44,0.96,0.52,1.699,1.6532
admires,26,25,26,25,0.51,0.3,1.4314,1.415
admiring,141,129,130,118,2.76,1.54,2.1523,2.1139
admissibility,4,3,4,3,0.08,0.04,0.699,0.6021
admissible,37,28,37,28,0.73,0.33,1.5798,1.4624
admission,181,164,167,153,3.55,1.96,2.2601,2.2175
admissions,111,66,77,53,2.18,0.79,2.0492,1.8261
admit,3019,2125,2727,1999,59.2,25.33,3.48,3.3276
admits,105,97,103,97,2.06,1.16,2.0253,1.9912
admittance,34,25,30,21,0.67,0.3,1.5441,1.415
Admittances,2,1,0,0,0.04,0.01,0.4771,0.301
admitted,467,396,462,392,9.16,4.72,2.6702,2.5988
admittedly,47,41,34,29,0.92,0.49,1.6812,1.6232
admitting,157,136,138,122,3.08,1.62,2.1987,2.1367
admonish,4,4,4,4,0.08,0.05,0.699,0.699
admonished,4,3,3,3,0.08,0.04,0.699,0.6021
admonishing,2,2,2,2,0.04,0.02,0.4771,0.4771
admonition,5,4,5,4,0.1,0.05,0.7782,0.699
adnexal,2,2,2,2,0.04,0.02,0.4771,0.4771
ado,77,69,73,67,1.51,0.82,1.8921,1.8451
Adobe,24,14,8,8,0.47,0.17,1.3979,1.1761
adolescence,44,41,38,36,0.86,0.49,1.6532,1.6232
adolescent,94,86,92,85,1.84,1.03,1.9777,1.9395
adolescents,29,28,26,25,0.57,0.33,1.4771,1.4624
Adolf,69,46,0,0,1.35,0.55,1.8451,1.6721
Adolph,42,20,0,0,0.82,0.24,1.6335,1.3222
Adonai,17,8,1,1,0.33,0.1,1.2553,0.9542
Adonis,20,17,3,3,0.39,0.2,1.3222,1.2553
adopt,238,184,234,181,4.67,2.19,2.3784,2.2672
adopted,430,283,413,277,8.43,3.37,2.6345,2.4533
adopting,60,48,53,43,1.18,0.57,1.7853,1.6902
adoption,239,140,227,135,4.69,1.67,2.3802,2.1492
adoptions,7,7,7,7,0.14,0.08,0.9031,0.9031
adoptive,30,25,29,24,0.59,0.3,1.4914,1.415
adopts,11,9,11,9,0.22,0.11,1.0792,1
adorable,537,436,504,409,10.53,5.2,2.7308,2.6405
adorably,2,2,2,2,0.04,0.02,0.4771,0.4771
adoration,30,25,27,22,0.59,0.3,1.4914,1.415
adore,394,294,386,290,7.73,3.51,2.5966,2.4698
adored,125,108,123,106,2.45,1.29,2.1004,2.0374
adores,91,70,91,70,1.78,0.83,1.9638,1.8513
adoring,35,33,34,32,0.69,0.39,1.5563,1.5315
adoringly,3,3,3,3,0.06,0.04,0.6021,0.6021
adorn,8,8,8,8,0.16,0.1,0.9542,0.9542
adorned,8,7,7,6,0.16,0.08,0.9542,0.9031
adorning,2,2,1,1,0.04,0.02,0.4771,0.4771
adornment,4,3,4,3,0.08,0.04,0.699,0.6021
adornments,2,2,2,2,0.04,0.02,0.4771,0.4771
adorns,3,3,3,3,0.06,0.04,0.6021,0.6021
adrenal,16,15,14,13,0.31,0.18,1.2304,1.2041
adrenalectomy,2,1,2,1,0.04,0.01,0.4771,0.301
adrenalin,28,23,22,18,0.55,0.27,1.4624,1.3802
adrenaline,168,128,143,116,3.29,1.53,2.2279,2.1106
adrenals,4,3,4,3,0.08,0.04,0.699,0.6021
Adrenochrome,6,2,2,2,0.12,0.02,0.8451,0.4771
Adriatic,8,8,0,0,0.16,0.1,0.9542,0.9542
adrift,51,44,47,40,1,0.52,1.716,1.6532
adroit,6,6,5,5,0.12,0.07,0.8451,0.8451
adroitly,3,3,3,3,0.06,0.04,0.6021,0.6021
ads,258,180,242,173,5.06,2.15,2.4133,2.2577
adulation,14,14,13,13,0.27,0.17,1.1761,1.1761
adult,729,573,699,559,14.29,6.83,2.8633,2.7589
adulterer,20,12,15,10,0.39,0.14,1.3222,1.1139
adulterers,7,6,7,6,0.14,0.07,0.9031,0.8451
adulteress,13,11,12,10,0.25,0.13,1.1461,1.0792
adulterous,17,12,15,12,0.33,0.14,1.2553,1.1139
adultery,99,72,86,63,1.94,0.86,2,1.8633
adulthood,37,33,37,33,0.73,0.39,1.5798,1.5315
adults,488,411,468,397,9.57,4.9,2.6893,2.6149
advance,815,654,752,617,15.98,7.8,2.9117,2.8162
advanced,451,359,412,336,8.84,4.28,2.6551,2.5563
advancement,63,58,56,53,1.24,0.69,1.8062,1.7709
advancements,8,7,8,7,0.16,0.08,0.9542,0.9031
advances,148,124,144,124,2.9,1.48,2.1732,2.0969
advancing,76,65,73,63,1.49,0.77,1.8865,1.8195
advantage,1125,918,1114,912,22.06,10.94,3.0515,2.9633
advantaged,2,2,2,2,0.04,0.02,0.4771,0.4771
advantageous,20,20,20,20,0.39,0.24,1.3222,1.3222
advantages,144,124,141,123,2.82,1.48,2.1614,2.0969
advent,24,18,16,16,0.47,0.21,1.3979,1.2788
Adventist,22,16,5,5,0.43,0.19,1.3617,1.2304
Adventists,7,2,0,0,0.14,0.02,0.9031,0.4771
adventure,685,466,640,443,13.43,5.56,2.8363,2.6693
adventurer,37,32,33,30,0.73,0.38,1.5798,1.5185
adventurers,11,11,10,10,0.22,0.13,1.0792,1.0792
adventures,184,142,150,124,3.61,1.69,2.2672,2.1553
adventuresome,3,3,3,3,0.06,0.04,0.6021,0.6021
adventuress,11,7,11,7,0.22,0.08,1.0792,0.9031
adventuring,4,4,4,4,0.08,0.05,0.699,0.699
adventurous,62,56,61,55,1.22,0.67,1.7993,1.7559
adverb,10,6,6,4,0.2,0.07,1.0414,0.8451
adverbial,3,2,3,2,0.06,0.02,0.6021,0.4771
adverbs,5,5,4,4,0.1,0.06,0.7782,0.7782
adversarial,12,8,10,7,0.24,0.1,1.1139,0.9542
adversaries,31,26,30,25,0.61,0.31,1.5051,1.4314
adversary,77,67,76,67,1.51,0.8,1.8921,1.8325
adverse,36,34,35,34,0.71,0.41,1.5682,1.5441
adversely,11,11,11,11,0.22,0.13,1.0792,1.0792
adversities,3,3,3,3,0.06,0.04,0.6021,0.6021
adversity,54,48,51,46,1.06,0.57,1.7404,1.6902
advert,13,9,12,9,0.25,0.11,1.1461,1
advertise,84,80,82,79,1.65,0.95,1.9294,1.9085
advertised,52,46,52,46,1.02,0.55,1.7243,1.6721
advertisement,61,52,59,50,1.2,0.62,1.7924,1.7243
advertisements,25,18,25,18,0.49,0.21,1.415,1.2788
Advertiser,8,6,3,3,0.16,0.07,0.9542,0.8451
advertisers,24,19,23,18,0.47,0.23,1.3979,1.301
advertises,7,7,7,7,0.14,0.08,0.9031,0.9031
advertising,379,235,347,219,7.43,2.8,2.5798,2.3729
adverts,4,4,3,3,0.08,0.05,0.699,0.699
advice,2447,1679,2413,1664,47.98,20.02,3.3888,3.2253
advices,3,2,3,2,0.06,0.02,0.6021,0.4771
advisable,40,37,40,37,0.78,0.44,1.6128,1.5798
advise,622,499,577,469,12.2,5.95,2.7945,2.699
advised,267,215,267,215,5.24,2.56,2.4281,2.3345
advisedly,5,5,5,5,0.1,0.06,0.7782,0.7782
advisee,13,5,12,4,0.25,0.06,1.1461,0.7782
advisees,22,5,22,5,0.43,0.06,1.3617,0.7782
advisement,39,37,39,37,0.76,0.44,1.6021,1.5798
adviser,53,45,49,41,1.04,0.54,1.7324,1.6628
advisers,13,11,13,11,0.25,0.13,1.1461,1.0792
advises,24,20,24,20,0.47,0.24,1.3979,1.3222
advising,68,61,67,61,1.33,0.73,1.8388,1.7924
advisor,225,145,198,132,4.41,1.73,2.3541,2.1644
advisories,2,2,2,2,0.04,0.02,0.4771,0.4771
advisors,66,45,60,44,1.29,0.54,1.8261,1.6628
advisory,51,43,43,38,1,0.51,1.716,1.6435
advocaat,3,1,2,1,0.06,0.01,0.6021,0.301
advocacy,15,14,14,13,0.29,0.17,1.2041,1.1761
advocate,113,96,94,83,2.22,1.14,2.0569,1.9868
advocated,18,18,18,18,0.35,0.21,1.2788,1.2788
advocates,17,16,15,15,0.33,0.19,1.2553,1.2304
advocating,17,16,17,16,0.33,0.19,1.2553,1.2304
Ae,24,9,4,3,0.47,0.11,1.3979,1
Aegean,19,7,0,0,0.37,0.08,1.301,0.9031
Aegis,5,4,2,2,0.1,0.05,0.7782,0.699
Aegisthus,7,1,0,0,0.14,0.01,0.9031,0.301
Aeneas,4,3,0,0,0.08,0.04,0.699,0.6021
Aeon,25,2,0,0,0.49,0.02,1.415,0.4771
Aer,2,2,0,0,0.04,0.02,0.4771,0.4771
aerial,129,97,117,90,2.53,1.16,2.1139,1.9912
aerials,9,7,8,6,0.18,0.08,1,0.9031
aero,5,5,3,3,0.1,0.06,0.7782,0.7782
aerobic,9,8,9,8,0.18,0.1,1,0.9542
aerobically,2,2,2,2,0.04,0.02,0.4771,0.4771
aerobics,79,54,65,48,1.55,0.64,1.9031,1.7404
aerodynamic,22,20,22,20,0.43,0.24,1.3617,1.3222
aerodynamically,3,3,3,3,0.06,0.04,0.6021,0.6021
aerodynamics,16,16,16,16,0.31,0.19,1.2304,1.2304
Aerodyne,3,1,0,0,0.06,0.01,0.6021,0.301
aeroelastic,2,1,1,1,0.04,0.01,0.4771,0.301
aeronautical,12,9,10,8,0.24,0.11,1.1139,1
Aeronautics,9,6,2,2,0.18,0.07,1,0.8451
aeroplane,71,49,63,47,1.39,0.58,1.8573,1.699
aeroplanes,9,9,9,9,0.18,0.11,1,1
aerosol,14,10,14,10,0.27,0.12,1.1761,1.0414
aerosolized,3,3,3,3,0.06,0.04,0.6021,0.6021
aerospace,55,34,33,24,1.08,0.41,1.7482,1.5441
Aeschylus,4,3,0,0,0.08,0.04,0.699,0.6021
Aesir,2,1,0,0,0.04,0.01,0.4771,0.301
Aesop,14,6,0,0,0.27,0.07,1.1761,0.8451
aesthete,6,6,6,6,0.12,0.07,0.8451,0.8451
aesthetic,34,31,34,31,0.67,0.37,1.5441,1.5051
aesthetically,12,11,10,9,0.24,0.13,1.1139,1.0792
aesthetics,15,13,12,11,0.29,0.15,1.2041,1.1461
aet,5,3,5,3,0.1,0.04,0.7782,0.6021
af,35,16,24,11,0.69,0.19,1.5563,1.2304
afar,59,52,57,51,1.16,0.62,1.7782,1.7243
Afb,2,2,0,0,0.04,0.02,0.4771,0.4771
Afd,2,1,0,0,0.04,0.01,0.4771,0.301
afeard,11,9,11,9,0.22,0.11,1.0792,1
afeared,5,5,5,5,0.1,0.06,0.7782,0.7782
afebrile,4,4,2,2,0.08,0.05,0.699,0.699
aff,8,8,7,7,0.16,0.1,0.9542,0.9542
Affa,4,2,0,0,0.08,0.02,0.699,0.4771
affability,4,4,4,4,0.08,0.05,0.699,0.699
affable,6,5,6,5,0.12,0.06,0.8451,0.7782
affably,2,2,2,2,0.04,0.02,0.4771,0.4771
affair,1502,834,1467,821,29.45,9.94,3.177,2.9217
affaires,3,3,3,3,0.06,0.04,0.6021,0.6021
affairs,747,531,555,443,14.65,6.33,2.8739,2.7259
affect,568,482,566,481,11.14,5.75,2.7551,2.6839
affectation,7,7,6,6,0.14,0.08,0.9031,0.9031
affectations,2,2,2,2,0.04,0.02,0.4771,0.4771
affected,345,304,342,302,6.76,3.62,2.5391,2.4843
affecting,130,118,129,118,2.55,1.41,2.1173,2.0755
affection,431,334,419,330,8.45,3.98,2.6355,2.525
affectionate,115,95,114,95,2.25,1.13,2.0645,1.9823
affectionately,31,31,25,25,0.61,0.37,1.5051,1.5051
affections,61,52,61,52,1.2,0.62,1.7924,1.7243
affective,4,4,4,4,0.08,0.05,0.699,0.699
affects,244,205,242,204,4.78,2.44,2.3892,2.3139
affianced,3,3,2,2,0.06,0.04,0.6021,0.6021
affidavit,100,64,100,64,1.96,0.76,2.0043,1.8129
affidavits,31,20,31,20,0.61,0.24,1.5051,1.3222
affiliate,15,11,14,11,0.29,0.13,1.2041,1.0792
affiliated,40,35,39,34,0.78,0.42,1.6128,1.5563
affiliates,17,15,16,14,0.33,0.18,1.2553,1.2041
affiliation,25,24,25,24,0.49,0.29,1.415,1.3979
affiliations,14,13,14,13,0.27,0.15,1.1761,1.1461
affinity,29,27,29,27,0.57,0.32,1.4771,1.4472
affirm,17,14,15,12,0.33,0.17,1.2553,1.1761
affirmation,27,25,27,25,0.53,0.3,1.4472,1.415
affirmations,10,5,9,4,0.2,0.06,1.0414,0.7782
Affirmative,241,183,95,72,4.73,2.18,2.3838,2.2648
affirmatively,3,3,3,3,0.06,0.04,0.6021,0.6021
affirmed,7,7,7,7,0.14,0.08,0.9031,0.9031
affirming,3,3,3,3,0.06,0.04,0.6021,0.6021
affirms,2,2,2,2,0.04,0.02,0.4771,0.4771
affix,6,6,4,4,0.12,0.07,0.8451,0.8451
afflict,4,3,4,3,0.08,0.04,0.699,0.6021
afflicted,65,45,53,42,1.27,0.54,1.8195,1.6628
afflicting,6,5,6,5,0.12,0.06,0.8451,0.7782
affliction,60,53,58,51,1.18,0.63,1.7853,1.7324
afflictions,8,8,8,8,0.16,0.1,0.9542,0.9542
afflicts,3,3,3,3,0.06,0.04,0.6021,0.6021
affluence,7,6,6,5,0.14,0.07,0.9031,0.8451
affluent,15,12,15,12,0.29,0.14,1.2041,1.1139
afford,2266,1650,2259,1647,44.43,19.67,3.3555,3.2177
affordable,33,29,33,29,0.65,0.35,1.5315,1.4771
afforded,27,25,27,25,0.53,0.3,1.4472,1.415
affording,8,8,7,7,0.16,0.1,0.9542,0.9542
affords,14,12,14,12,0.27,0.14,1.1761,1.1139
affright,2,2,2,2,0.04,0.02,0.4771,0.4771
affront,30,27,30,27,0.59,0.32,1.4914,1.4472
affronted,2,2,2,2,0.04,0.02,0.4771,0.4771
Afghan,29,20,8,8,0.57,0.24,1.4771,1.3222
Afghani,6,5,0,0,0.12,0.06,0.8451,0.7782
Afghanistan,93,57,1,1,1.82,0.68,1.9731,1.7634
Afghans,10,8,2,2,0.2,0.1,1.0414,0.9542
aficionado,11,10,9,9,0.22,0.12,1.0792,1.0414
aficionados,5,5,4,4,0.1,0.06,0.7782,0.7782
afield,6,6,6,6,0.12,0.07,0.8451,0.8451
afikomen,9,2,5,2,0.18,0.02,1,0.4771
afire,25,24,23,22,0.49,0.29,1.415,1.3979
aflame,17,15,16,15,0.33,0.18,1.2553,1.2041
afloat,85,73,78,70,1.67,0.87,1.9345,1.8692
aflutter,4,3,4,3,0.08,0.04,0.699,0.6021
afoot,52,47,51,46,1.02,0.56,1.7243,1.6812
afore,19,10,18,10,0.37,0.12,1.301,1.0414
aforementioned,24,22,24,22,0.47,0.26,1.3979,1.3617
aforesaid,4,4,4,4,0.08,0.05,0.699,0.699
aforethought,3,3,3,3,0.06,0.04,0.6021,0.6021
afoul,11,10,11,10,0.22,0.12,1.0792,1.0414
afraid,12631,4944,12167,4875,247.67,58.94,4.1015,3.6942
afresh,13,12,12,11,0.25,0.14,1.1461,1.1139
Africa,957,425,2,2,18.76,5.07,2.9814,2.6294
African,345,224,5,5,6.76,2.67,2.5391,2.3522
Africans,54,23,0,0,1.06,0.27,1.7404,1.3802
Afrikaans,3,1,0,0,0.06,0.01,0.6021,0.301
Afrikaner,2,1,0,0,0.04,0.01,0.4771,0.301
Afro,57,34,17,14,1.12,0.41,1.7634,1.5441
afros,3,3,2,2,0.06,0.04,0.6021,0.6021
aft,180,103,156,92,3.53,1.23,2.2577,2.017
after,34812,7645,27459,7337,682.59,91.14,4.5417,3.8834
afterbirth,5,5,5,5,0.1,0.06,0.7782,0.7782
afterburner,2,2,2,2,0.04,0.02,0.4771,0.4771
afterburners,3,3,2,2,0.06,0.04,0.6021,0.6021
aftercare,5,5,3,3,0.1,0.06,0.7782,0.7782
afterdeck,2,1,2,1,0.04,0.01,0.4771,0.301
aftereffect,3,2,3,2,0.06,0.02,0.6021,0.4771
aftereffects,7,7,7,7,0.14,0.08,0.9031,0.9031
afterglow,16,9,10,8,0.31,0.11,1.2304,1
afterimage,2,1,2,1,0.04,0.01,0.4771,0.301
afterlife,81,62,79,61,1.59,0.74,1.9138,1.7993
aftermarket,2,2,2,2,0.04,0.02,0.4771,0.4771
aftermath,53,51,51,49,1.04,0.61,1.7324,1.716
afternight,2,1,2,1,0.04,0.01,0.4771,0.301
afternoon,4666,2597,4410,2505,91.49,30.96,3.669,3.4146
afternoons,101,90,99,88,1.98,1.07,2.0086,1.959
afters,3,3,3,3,0.06,0.04,0.6021,0.6021
afterschool,5,4,3,3,0.1,0.05,0.7782,0.699
aftershave,55,44,53,44,1.08,0.52,1.7482,1.6532
aftershock,12,12,10,10,0.24,0.14,1.1139,1.1139
aftertaste,11,9,11,9,0.22,0.11,1.0792,1
afterthought,13,12,13,12,0.25,0.14,1.1461,1.1139
afterthoughts,2,2,2,2,0.04,0.02,0.4771,0.4771
afterward,112,104,98,93,2.2,1.24,2.0531,2.0212
afterwards,714,608,612,539,14,7.25,2.8543,2.7846
afterwords,2,1,1,1,0.04,0.01,0.4771,0.301
Ag,58,34,9,6,1.14,0.41,1.7709,1.5441
Aga,8,7,3,3,0.16,0.08,0.9542,0.9031
again,40428,7852,39144,7815,792.71,93.61,4.6067,3.895
against,10288,4528,9977,4466,201.73,53.98,4.0124,3.656
agal,4,4,4,4,0.08,0.05,0.699,0.699
Agamemnon,72,6,0,0,1.41,0.07,1.8633,0.8451
